#,[RECT],[NAME],[X],[Y],[Width],[Height],[Weight],[Volume=0],[BuoXDiff=0],[BuoYDiff=0],[CoMXDiff],[CoMYDiff]
#,Total Weight,1402,,,,,,,,,,
#,Total Volume,2498,,,,,,,,,,
#,,,,,,,,,,,,
#,Needed Weight,1096,,,,,,,,,,
#,Lead Density,10,,,,,,,,,,
#,Lead in Cm^2,109.6,,,,,,,,,,
,R,Rear,740,384,70,10,79,434,0,0,2,0
,R,Rear2,503,384,166,10,300,511,29,0,7,0
,R,Mid,957,384,148,10,228,1160,0,0,0,0
,R,Head,1182,384,76,10,82,393,-9,0,21,0
,R,RearWater,710,405,40,10,110,0,0,0,0,0
,R,BatteryPack,831,405,80,10,478,0,0,0,-3,0
,R,HeadWater,1016,405,104,10,125,0,0,0,0,0
,R,EWH,1171,405,50,10,650,0,0,0,0,0
,R,EWR,619,405,50,10,450,0,0,0,0,0
